Operating System,Processor Brand,Processor Name,RAM,RAM Type,SSD,SSD Capacity,Screen Resolution,Screen Size,Storage Type,Touchscreen,Type,Brand,Price
Windows 11 Home,AMD,Ryzen 5 Hexa Core,16 GB,DDR5,Yes,512 GB,1920 X 1080 Pixel,39.62 cm (15.6 Inch),SSD,No,Gaming Laptop,MSI,"₹73,490"
Windows 10 Home,Intel,Core i5,8 GB,DDR4,Yes,256 GB,1920 x 1080 Pixel,35.56 cm (14 inch),Hybrid,No,Thin and Light Laptop,ASUS,"₹55,990"
Windows 11 Home,AMD,Ryzen 5 Hexa Core,16 GB,DDR4,Yes,512 GB,1920 x 1080 Pixel,35.56 cm (14 Inch),SSD,No,Thin and Light Laptop,Lenovo,"₹51,990"
Windows 11 Home,Intel,Core i5,16 GB,DDR5,Yes,512 GB,1920 x 1080 Pixel,39.62 cm (15.6 inch),SSD,No,Gaming Laptop,Lenovo,"₹73,990"
Windows 11 Home,Intel,Core i5,16 GB,DDR4,Yes,512 GB,1920 x 1080 Pixel,39.62 cm (15.6 Inch),SSD,No,Thin and Light Laptop,DELL,"₹81,990"
Windows 11 Home,Intel,Core i3,8 GB,DDR4,Yes,512 GB,1920 X 1080 pixel,39.62 cm (15.6 inch),SSD,No,Thin and Light Laptop,ASUS,"₹41,399"
Windows 11 Home,Intel,Core i5,16 GB,DDR4,Yes,512 GB,1920 x 1080 PIxel,39.62 cm (15.6 inch),SSD,No,Thin and Light Laptop,HP,"₹73,990"
Windows 11 Home,Intel,Core i3,8 GB,DDR4,Yes,512 GB,1920 x 1080 Pixel,39.62 cm (15.6 inch),SSD,No,Business Laptop,MSI,"₹31,990"
macOS Sequoia,Apple,M2,16 GB,Unified Memory,Yes,256 GB,2560 x 1664 Pixel,34.54 cm (13.6 Inch),SSD,No,Thin and Light Laptop,Apple,"₹91,064"
Windows 11 Home,Intel,Celeron Dual Core,8 GB,DDR4,Yes,512 GB,1366 x 768 pixel,39.62 cm (15.6 inch),SSD,No,Thin and Light Laptop,HP,"₹28,080"
Windows 11 Home,Intel,Core Ultra 5,16 GB,DDR5,Yes,512 GB,1920 x 1080 Pixels,39.62 cm (15.6 inch),SSD,No,Thin and Light Laptop,MSI,"₹53,989"
Windows 11 Home,Intel,Core i7,16 GB,DDR5,Yes,512 GB,1920 x 1080 Pixels,39.62 cm (15.6 inch),SSD,No,Gaming Laptop,Lenovo,"₹90,490"
Mac OS Monterey,Apple,M2,8 GB,Unified Memory,Yes,256 GB,2560 x 1664 Pixel,34.54 cm (13.6 Inch),SSD,No,Thin and Light Laptop,Apple,"₹81,949"
Windows 11 Home,Intel,Core i7,16 GB,DDR5,Yes,512 GB,1920 x 1080 Pixel,39.62 cm (15.6 Inch),SSD,No,Gaming Laptop,ASUS,"₹90,990"
Windows 11 Home,Intel,Core i7,16 GB,DDR5,Yes,512 GB,1920 x 1080 Pixels,39.62 cm (15.6 inch),SSD,No,Gaming Laptop,Lenovo,"₹90,490"
Windows 11 Home,Intel,Core i5,16 GB,DDR4,Yes,512 GB,1920 x 1080 pixel,39.62 cm (15.6 inch),SSD,No,Thin and Light Laptop,HP,"₹56,830"
Windows 11 Home,AMD,Ryzen 5 Hexa Core,8 GB,DDR4,Yes,512 GB,1920 x 1080 Pixels,39.62 cm (15.6 Inch),SSD,No,Thin and Light Laptop,HP,"₹44,990"
Windows 11 Home,Intel,Core Ultra 5,16 GB,LPDDR5X,Yes,1 TB,2880 x 1620 Pixels,39.62 cm (15.6 Inch),SSD,No,Thin and Light Laptop,ASUS,"₹91,990"
Windows 11 Home,Intel,Celeron Dual Core,4 GB,DDR4,Yes,256 GB,1920 x 1080 Pixel,39.62 cm (15.6 Inch),SSD,No,Thin and Light Laptop,ASUS,"₹22,362"
Windows 11 Home,Intel,Core i7,24 GB,DDR5,Yes,512 GB,1920 x 1080 Pixel,39.62 cm (15.6 inch),SSD,No,Gaming Laptop,Lenovo,"₹1,00,990"
Windows 11 Home,Intel,Core i5,16 GB,LPDDR5X,Yes,512 GB,1920 x 1200 Pixel,35.56 cm (14 Inch),SSD,No,Thin and Light Laptop,HP,"₹74,990"
Windows 11 Home,Intel,Celeron Dual Core,8 GB,DDR4,Yes,256 GB,1366 x 768 Pixel,35.56 cm (14 Inch),SSD,No,Thin and Light Laptop,Lenovo,"₹24,890"
Windows 11 Home,Intel,Core i7,16 GB,DDR5,Yes,1 TB,1920 x 1200 Pixel,40.64 cm (16 Inch),SSD,No,Gaming Laptop,Acer,"₹1,24,990"
Windows 11 Home,AMD,Ryzen 3 Quad Core,8 GB,DDR4,Yes,512 GB,1920 * 1080 pixel,39.62 cm (15.6 inch),SSD,No,Laptop,Acer,"₹27,990"
Windows 11 Home,Intel,Core i5,16 GB,DDR4,Yes,512 GB,1920 x 1200 Pixel,40.64 cm (16 Inch),SSD,No,Thin and Light Laptop,ASUS,"₹53,990"
Windows 11 Home,AMD,Ryzen 7 Octa Core,16 GB,DDR4,Yes,1 TB,1920 x 1200 Pixel,35.56 cm (14 Inch),SSD,No,Thin and Light Laptop,Lenovo,"₹65,190"
Windows 11 Home,Intel,Core Ultra 7,32 GB,LPDDR5X,Yes,1 TB,1920 x 1200 Pixel,35.56 cm (14 Inch),SSD,Yes,Dual Screen Laptop,ASUS,"₹1,79,990"
macOS Sequoia,Apple,M2,16 GB,Unified Memory,Yes,256 GB,2560 x 1664 Pixel,34.54 cm (13.6 Inch),SSD,No,Thin and Light Laptop,Apple,"₹91,064"
macOS Sequoia,Apple,M2,16 GB,Unified Memory,Yes,256 GB,2560 x 1664 Pixel,34.54 cm (13.6 Inch),SSD,No,Thin and Light Laptop,Apple,"₹91,064"
Windows 11 Home,Intel,Core i5,16 GB,DDR4,Yes,512 GB,1920 x 1080 Pixel,39.62 cm (15.6 Inch),SSD,No,Thin and Light Laptop,ASUS,"₹48,990"
Windows 11 Home,Intel,Core i5,16 GB,DDR4,Yes,512 GB,1920 x 1080 Pixel,39.62 cm (15.6 Inch),SSD,No,Thin and Light Laptop,ASUS,"₹48,990"
Windows 11 Home,Intel,Core i7,16 GB,LPDDR5,Yes,1 TB,1920 x 1200 Pixel,35.56 cm (14 inch),SSD,Yes,2 in 1 Laptop,Lenovo,"₹1,15,190"
Windows 11 Home,Intel,Core i5,16 GB,DDR4,Yes,512 GB,1920 x 1080 Pixel,39.62 cm (15.6 Inch),SSD,No,Thin and Light Laptop,Lenovo,"₹51,990"
Windows 11 Home,Intel,Core i5,8 GB,DDR4,Yes,512 GB,1920x1080 pixel,39.62 cm (15.6 inch),SSD,No,Thin and Light Laptop,HP,"₹45,990"
Windows 11 Home,Intel,Core i7,16 GB,DDR4,Yes,512 GB,1920 X 1080 Pixel,35.56 cm (14 inch),SSD,No,Thin and Light Laptop,Acer,"₹42,990"
Windows 11 Home,Intel,Celeron Dual Core,8 GB,DDR4,Yes,256 GB,1366 x 768 Pixels,35.56 cm (14 Inch),SSD,No,Thin and Light Laptop,HP,"₹36,865"
Ubuntu,Intel,Core i3,8 GB,DDR4,Yes,256 GB,1920 x 1080 Pixel,35.56 cm (14 Inch),SSD,No,Business Laptop,DELL,"₹32,490"
Windows 11 Home,Intel,Core i5,8 GB,DDR4,Yes,512 GB,1920 x 1080 Pixel,39.62 cm (15.6 Inch),SSD,No,Thin and Light Laptop,Acer,"₹37,990"
Windows 10 Home,AMD,APU Dual Core A6,4 GB,DDR4,Yes,128 GB,1366 x 768 Pixels,35.56 cm (14 inches),SSD,No,Thin and Light Laptop,Avita,"₹12,890"
Windows 11 Home,Intel,Core i5,16 GB,LPDDR5,Yes,512 GB,1920 x 1200 Pixels,40.64 cm (16 Inch),SSD,No,Thin and Light Laptop,Lenovo,"₹71,000"
macOS Sequoia,Apple,M2,16 GB,Unified Memory,Yes,256 GB,2560 x 1664 Pixel,34.54 cm (13.6 Inch),SSD,No,Thin and Light Laptop,Apple,"₹91,064"
Windows 11 Home,Intel,Core i7,16 GB,DDR5,Yes,512 GB,1920 x 1080 Pixels,39.62 cm (15.6 Inch),SSD,No,Gaming Laptop,Lenovo,"₹1,06,990"
Windows 11 Home,Intel,Core i5,16 GB,DDR4,Yes,512 GB,1920 x 1080 Pixel,39.62 cm (15.6 Inch),SSD,No,Gaming Laptop,HP,"₹64,990"
Windows 11 Home,AMD,Athlon Dual Core,4 GB,DDR4,Yes,256 GB,1366 x 768 Pixel,39.62 cm (15.6 Inch),SSD,No,Thin and Light Laptop,HP,"₹22,200"
Windows 10 Home,AMD,Ryzen 5 Hexa Core,8 GB,DDR4,Yes,512 GB,1920 x 1080 Pixels,39.62 cm (15.6 inch),SSD,No,Thin and Light Laptop,HP,"₹41,990"
Windows 11 Home,Intel,Core Ultra 7,16 GB,DDR5,Yes,512 GB,1920 x 1080 Pixels,39.62 cm (15.6 inch),SSD,No,Thin and Light Laptop,MSI,"₹61,990"
Windows 11 Home,Intel,Core i5,16 GB,DDR4,Yes,512 GB,1920 x 1080 Pixel,35.56 cm (14 Inch),SSD,No,Thin and Light Laptop,Acer,"₹44,990"
Windows 11 Home,AMD,Ryzen 3 Dual Core,8 GB,DDR4,Yes,256 GB,1920 x 1080 Pixels,39.62 cm (15.6 inch),SSD,No,Thin and Light Laptop,HP,"₹34,400"
Windows 11 Home,Intel,Core i3,8 GB,DDR4,Yes,512 GB,1920 x 1080 Pixel,39.62 cm (15.6 inch),SSD,No,Thin and Light Laptop,ASUS,"₹39,085"
Windows 11 Home,Intel,Core i3,8 GB,DDR4,Yes,512 GB,1920 x 1080 Pixel pixel,35.56 cm (14 inch),SSD,No,Laptop,ASUS,"₹32,100"
Windows 10 Pro,Intel,Core i5,8 GB,DDR4,Yes,512 GB,1920 x 1080 pixel,35.56 cm (14 inch),SSD,No,Business Laptop,DELL,"₹55,500"
Windows 11 Home,Intel,Core i3,8 GB,DDR4,Yes,512 GB,1920 x 1080 Pixel,35.56 cm (14 Inch),SSD,No,Thin and Light Laptop,Acer,"₹29,800"
Windows 11 Home,Intel,Core i5,16 GB,DDR5,Yes,512 GB,1920 x 1080 Pixel,39.62 cm (15.6 inch),SSD,No,Gaming Laptop,Lenovo,"₹69,990"
Windows 11 Home,AMD,Ryzen 5 Quad Core,16 GB,DDR4,Yes,512 GB,1920 x 1080$$Pixels pixel,35.56 cm (14 inch),SSD,No,Laptop,ASUS,"₹43,990"
Windows 11 Home,Intel,Core i5,16 GB,LPDDR4X,Yes,512 GB,2160 x 1440 Pixel,35.56 cm (14 inch),SSD,No,Thin and Light Laptop,realme,"₹64,999"
Windows 11 Home,AMD,Ryzen 3 Quad Core,8 GB,LPDDR5,Yes,512 GB,1920 X 1080 Pixel,39.62 cm (15.6 Inch),SSD,No,Thin and Light Laptop,Acer,"₹41,999"
Windows 11 Home,AMD,Ryzen 5 Hexa Core,8 GB,DDR4,Yes,512 GB,1920 x 1080 Pixel,39.62 cm (15.6 Inch),SSD,No,Gaming Laptop,ASUS,"₹59,585"
Windows 11 Home,Intel,Celeron Dual Core,8 GB,DDR4,Yes,256 GB,1280 * 720 Pixel,39.62 cm (15.6 Inch),SSD,No,Thin and Light Laptop,Lenovo,"₹24,990"
Windows 11 Home,Intel,Core i3,8 GB,DDR4,Yes,512 GB,1920 x 1080 Pixel,39.62 cm (15.6 Inch),SSD,No,Thin and Light Laptop,ASUS,"₹30,500"
Windows 11 Home,AMD,Ryzen 3 Quad Core,8 GB,DDR4,Yes,,FHD 1920 x 1080 pixel,39.62 cm (15.6 inch),SSD,No,Laptop,Acer,"₹30,590"
Windows 11 Home,AMD,Ryzen 5 Hexa Core,8 GB,DDR4,Yes,512 GB,1920 x 1080 Pixel,39.62 cm (15.6 Inch),SSD,No,Gaming Laptop,ASUS,"₹59,585"
Windows 11 Home,Intel,Core i5,16 GB,DDR5,Yes,1 TB,1920 x 1200 Pixel,40.64 cm (16 Inch),SSD,No,Gaming Laptop,ASUS,"₹97,990"
Windows 11 Home,Intel,Core i7,16 GB,LPDDR5X,Yes,1 TB,1920 x 1200 Pixel,35.56 cm (14 Inch),SSD,No,Thin and Light Laptop,Lenovo,"₹1,37,090"
Windows 11 Home,Intel,Core i5,16 GB,DDR5,Yes,512 GB,1920 x 1080 Pixels,39.62 cm (15.6 Inch),SSD,No,Gaming Laptop,Lenovo,"₹69,990"
Windows 11 Home,AMD,Ryzen 3 Quad Core,8 GB,LPDDR5,Yes,512 GB,1920 X 1080 Pixel,39.62 cm (15.6 Inch),SSD,No,Thin and Light Laptop,Acer,"₹41,999"
Windows 11 Home,Intel,Core Ultra 7,32 GB,LPDDR5X,Yes,1 TB,2880 x 1800 Pixel,35.56 cm (14 Inch),SSD,Yes,Thin and Light Laptop,ASUS,"₹1,49,990"
Windows 11 Home,Intel,Core i3,8 GB,DDR4,Yes,512 GB,1920 x 1080 pixel,39.62 cm (15.6 inch),SSD,No,Thin and Light Laptop,Lenovo,"₹33,290"
Windows 11 Home,AMD,Ryzen 5 Dual Core,8 GB,DDR4,Yes,512 GB,1366 X 768 pixel,35.56 cm (14 inch),SSD,No,Notebook,HP,"₹30,990"
Windows 11 Home,Intel,Core i7,16 GB,LPDDR5X,Yes,1 TB,1920 x 1200 Pixel,35.56 cm (14 Inch),SSD,No,Thin and Light Laptop,Lenovo,"₹1,37,090"
Windows 11 Home,Intel,Celeron Dual Core,8 GB,DDR4,Yes,256 GB,1366 x 768 Pixel,29.46 cm (11.6 inch),SSD,No,Thin and Light Laptop,Acer,"₹17,990"
Windows 11 Home,Intel,Dual Core,8 GB,DDR4,Yes,256 GB,1366 x 768 pixel,35.81 cm (14.1 inch),SSD,No,Thin and Light Laptop,FUTOPIA,"₹15,990"
Windows 11 Home,Intel,Core i5,16 GB,DDR4,Yes,512 GB,1920 x 1080 Pixel,39.62 cm (15.6 Inch),SSD,No,Thin and Light Laptop,DELL,"₹55,990"
Windows 11 Home,Intel,Core i3,8 GB,DDR4,Yes,512 GB,1920 x 1080 Pixel,39.62 cm (15.6 Inch),SSD,No,Thin and Light Laptop,DELL,"₹34,490"
Windows 11 Home,Intel,Core Ultra 7,32 GB,LPDDR5X,Yes,1 TB,1920 x 1200 Pixel,35.56 cm (14 inch),SSD,No,Thin and Light Laptop,Lenovo,"₹1,11,990"
DOS,AMD,Ryzen 5 Quad Core,8 GB,DDR4,Yes,512 GB,1366 x 768 pixel,35.56 cm (14 inch),SSD,No,Thin and Light Laptop,HP,"₹29,990"
Ubuntu,Intel,Core i5,16 GB,DDR4,Yes,512 GB,1920 x 1080 pixel,35.56 cm (14 inch),SSD,No,Business Laptop,DELL,"₹55,499"
Windows 11 Home,Intel,Core i7,16 GB,LPDDR5,Yes,512 GB,1920 x 1080 Pixel,39.62 cm (15.6 inch),SSD,No,Business Laptop,Infinix,"₹65,340"
Windows 11 Home,AMD,Ryzen 5 Hexa Core,8 GB,DDR4,Yes,512 GB,1920 x 1080 Pixel,35.56 cm (14 Inch),SSD,No,Thin and Light Laptop,Lenovo,"₹48,990"
Windows 11 Home,AMD,Ryzen 3 Quad Core,8 GB,LPDDR5,Yes,512 GB,1920 X 1080 Pixel,39.62 cm (15.6 Inch),SSD,No,Thin and Light Laptop,DELL,"₹32,165"
Chrome,Intel,Celeron Dual Core,4 GB,LPDDR4X,No,,1280 X 1024 Pixel,29.46 cm (11.6 inch),eMMC,No,Chromebook,Acer,"₹16,990"
Windows 11 Home,Intel,Core i3,8 GB,DDR4,Yes,256 GB,1920 x 1080 Pixel,39.62 cm (15.6 Inch),SSD,No,Thin and Light Laptop,DELL,"₹36,990"
Windows 10 Home,AMD,Ryzen 3 Dual Core,8 GB,DDR4,Yes,256 GB,1920 x 1080 Pixel,39.62 cm (15.6 inch),Hybrid,No,Laptop,HP,"₹34,990"
Windows 11 Home,Intel,Core i5,16 GB,DDR4,Yes,1 TB,1920 X 1080 Pixel,35.56 cm (14 inch),SSD,No,Thin and Light Laptop,HP,"₹67,999"
Windows 11 Home,AMD,Ryzen 5 Quad Core,16 GB,LPDDR5,Yes,512 GB,1920 x 1080 Pixel,39.62 cm (15.6 Inch),SSD,No,Thin and Light Laptop,ASUS,"₹49,990"
Windows 11 Home,Intel,Core i5,8 GB,DDR5,Yes,512 GB,1920 x 1200 Pixels,35.56 cm (14 inch),SSD,No,Gaming Laptop,MSI,"₹56,990"
Windows 11 Home,Intel,Celeron Dual Core,4 GB,LPDDR4,Yes,128 GB,1366 x 768 Pixels,35.81 cm (14.1 inch),SSD,No,Thin and Light Laptop,Thomson,"₹16,490"
Windows 11 Home,Intel,Core i3,8 GB,DDR4,Yes,256 GB,1920 x 1080 Pixel,39.62 cm (15.6 Inch),SSD,No,Thin and Light Laptop,DELL,"₹36,990"
Windows 11 Home,Intel,Core i3,8 GB,LPDDR4X,Yes,256 GB,1920 x 1080 Pixels,35.56 cm (14 inch),SSD,No,Thin and Light Laptop,Infinix,"₹35,990"
Windows 11 Home,Intel,Celeron Quad Core,4 GB,DDR4,Yes,256 GB,1366 x 768 Pixel,39.62 cm (15.6 inch),SSD,No,Thin and Light Laptop,ASUS,"₹23,900"
Windows 10 Home,AMD,Ryzen 5 Quad Core,8 GB,DDR4,Yes,512 GB,1920 x 1080 Pixel,39.62 cm (15.6 inch),SSD,No,Thin and Light Laptop,HP,"₹40,699"
Windows 11 Home,Intel,Core i5,16 GB,DDR4,Yes,512 GB,2880 x 1800 Pixels,35.56 cm (14 Inch),SSD,No,Thin and Light Laptop,ASUS,"₹70,985"
Windows 11 Home,AMD,Ryzen 7 Octa Core,16 GB,DDR4,Yes,512 GB,1920 x 1200 pixel,40.64 cm (16 inch),SSD,No,Notebook,ASUS,"₹57,700"
Windows 11 Home,Intel,Core i5,8 GB,DDR4,Yes,512 GB,1920 X 1080 Pixel,39.62 cm (15.6 Inch),SSD,No,Thin and Light Laptop,DELL,"₹48,990"
Windows 11 Home,Intel,Core 5,16 GB,DDR4,Yes,512 GB,1920 x 1080 Pixel,39.62 cm (15.6 Inch),SSD,No,Thin and Light Laptop,ASUS,"₹50,990"
Windows 11 Home,Intel,Core i5,8 GB,DDR4,Yes,512 GB,1920 x 1080 Pixel,39.62 cm (15.6 Inch),SSD,No,Gaming Laptop,MSI,"₹68,986"
macOS Sequoia,Apple,M3,16 GB,Unified Memory,Yes,256 GB,2880 x 1864 Pixel,38.86 cm (15.3 Inch),SSD,No,Thin and Light Laptop,Apple,"₹1,24,990"
Chrome,Intel,Pentium Quad Core,4 GB,LPDDR5,No,,1366 x 768 Pixel,35.56 cm (14 Inch),eMMC,No,Chromebook,Lenovo,"₹18,990"
Windows 11 Home,Intel,Core i5,8 GB,LPDDR5,Yes,512 GB,1920 x 1080 pixel,35.56 cm (14 inch),SSD,No,Laptop,DELL,"₹52,990"
Windows 11 Home,AMD,Ryzen 5 Hexa Core,16 GB,DDR4,Yes,512 GB,1920 x 1080 Pixels,39.62 cm (15.6 Inch),SSD,No,Thin and Light Laptop,HP,"₹59,100"
Windows 11 Home,Intel,Core i5,16 GB,DDR4,Yes,512 GB,1920 x 1200 Pixel,35.56 cm (14 Inch),SSD,No,Gaming Laptop,ASUS,"₹63,500"
Windows 11 Home,Intel,Core i5,8 GB,DDR4,Yes,512 GB,1920 x 1080 pixel,39.62 cm (15.6 inch),SSD,No,Gaming Laptop,HP,"₹62,390"
Windows 10 Home,Intel,Celeron Dual Core,4 GB,DDR4,Yes,256 GB,1920 x 1080 Pixel,39.62 cm (15.6 Inch),SSD,No,Thin and Light Laptop,Lenovo,"₹23,749"
Windows 11 Home,AMD,Ryzen 5 Quad Core,16 GB,DDR4,Yes,512 GB,1920 x 1080$$Pixels pixel,35.56 cm (14 inch),SSD,No,Laptop,ASUS,"₹43,990"
Windows 10 Home,AMD,Ryzen 5 Quad Core,8 GB,DDR4,Yes,512 GB,1920 x 1080 Pixel,39.62 cm (15.6 inch),SSD,No,Thin and Light Laptop,HP,"₹40,699"
Windows 11 Home,Intel,Core i3,8 GB,DDR4,Yes,512 GB,1920 x 1080 Pixel,39.62 cm (15.6 Inch),SSD,No,Thin and Light Laptop,HP,"₹35,990"
Windows 11 Home,Intel,Core i7,16 GB,DDR4,Yes,1 TB,2560 x 1440 Pixel,40.89 cm (16.1 inch),SSD,No,Gaming Laptop,HP,"₹1,95,210"
Windows 11 Home,Intel,Core i7,16 GB,DDR4,Yes,1 TB,1920 x 1080 Pixel,35.56 cm (14 Inch),SSD,No,Thin and Light Laptop,Lenovo,"₹87,990"
Windows 11 Home,Intel,Core i3,8 GB,DDR4,Yes,512 GB,1920 x 1080 Pixel,39.62 cm (15.6 Inch),SSD,No,Thin and Light Laptop,HP,"₹35,900"
Windows 11 Home,Intel,Core i5,8 GB,DDR5,Yes,512 GB,1920 X 1080 Pixel,39.62 cm (15.6 Inch),SSD,No,Gaming Laptop,Acer,"₹62,990"
Windows 11 Home,Intel,Core i7,16 GB,LPDDR5,Yes,512 GB,1920 x 1080 Pixel,39.62 cm (15.6 inch),SSD,No,Business Laptop,Infinix,"₹65,340"
Windows 11 Home,Intel,Core i5,8 GB,DDR4,Yes,512 GB,1920 x 1080 Pixel,39.62 cm (15.6 Inch),SSD,No,Thin and Light Laptop,Lenovo,"₹46,450"
Windows 11 Home,Intel,Core i3,8 GB,DDR4,Yes,512 GB,1920 x 1080 Pixel,39.62 cm (15.6 inch),SSD,No,Thin and Light Laptop,Lenovo,"₹34,200"
Windows 11 Home,AMD,Ryzen 3 Quad Core,8 GB,DDR4,Yes,512 GB,1920 x 1080 Pixels,39.62 cm (15.6 inch),SSD,No,Thin and Light Laptop,DELL,"₹40,500"
DOS,AMD,Athlon Dual Core,4 GB,DDR4,Yes,256 GB,HD pixel,35.56 cm (14 inch),SSD,No,Laptop,Lenovo,"₹20,500"
Windows 11 Home,Qualcomm,Snapdragon X Plus,16 GB,LPDDR5X,Yes,256 GB,2304 x 1536 Pixel,35.05 cm (13.8 Inch),SSD,Yes,Laptop,MICROSOFT,"₹1,13,990"
Windows 11 Home,Intel,Core i3,8 GB,DDR4,Yes,512 GB,1920 x 1080 Pixel,39.62 cm (15.6 inch),SSD,No,Thin and Light Laptop,Lenovo,"₹34,200"
Windows 11 Home,Intel,Core i7,16 GB,DDR5,Yes,512 GB,1920 x 1080 Pixels,39.62 cm (15.6 Inch),SSD,No,Gaming Laptop,Lenovo,"₹1,06,990"
Windows 11 Home,Intel,Core i5,16 GB,LPDDR4X,Yes,512 GB,2160 x 1440 Pixel,35.56 cm (14 inch),SSD,No,Thin and Light Laptop,realme,"₹64,999"
Windows 11 Home,Intel,Core i5,16 GB,DDR5,Yes,1 TB,1920 x 1200 Pixel,40.64 cm (16 Inch),SSD,No,Gaming Laptop,ASUS,"₹97,990"
Windows 11 Home,Intel,Core i5,8 GB,LPDDR5,Yes,512 GB,1920 x 1080 Pixel,35.56 cm (14 Inch),SSD,No,Thin and Light Laptop,Lenovo,"₹48,700"
Windows 11 Home,Intel,Core i7,16 GB,DDR5,Yes,512 GB,1920 x 1200 Pixels,35.56 cm (14 inch),SSD,No,Gaming Laptop,MSI,"₹89,990"
Windows 11 Home,Intel,Core i5,8 GB,LPDDR5,Yes,512 GB,1920 x 1080 Pixel,35.56 cm (14 Inch),SSD,No,Thin and Light Laptop,Lenovo,"₹48,700"
Windows 11 Home,AMD,Ryzen 5 Hexa Core,8 GB,DDR4,Yes,512 GB,1920 x 1080 Pixel,35.56 cm (14 inch),SSD,No,Thin and Light Laptop,HP,"₹49,990"
Windows 11 Home,AMD,Ryzen 7 Octa Core,16 GB,DDR5,Yes,1 TB,1920 X 1080 Pixel,39.62 cm (15.6 Inch),SSD,No,Gaming Laptop,MSI,"₹95,990"
Chrome,Intel,Pentium Quad Core,4 GB,LPDDR5,No,,1366 x 768 Pixel,35.56 cm (14 Inch),eMMC,No,Chromebook,Lenovo,"₹18,990"
Windows 11 Home,Intel,Core i5,8 GB,DDR4,Yes,512 GB,1920 x 1080 Pixel,39.62 cm (15.6 Inch),SSD,No,Gaming Laptop,MSI,"₹68,986"
Windows 11 Home,Intel,Core i7,16 GB,LPDDR5X,Yes,512 GB,1920 x 1080 Pixel,38.86 cm (15.3 inch),SSD,No,Thin and Light Laptop,Infinix,"₹71,990"
Windows 11 Home,Intel,Core Ultra 5,8 GB,DDR5,Yes,512 GB,1920 x 1080 Pixels,39.62 cm (15.6 inch),SSD,No,Thin and Light Laptop,MSI,"₹50,990"
Windows 11 Home,Intel,Core Ultra 5,16 GB,LPDDR5X,Yes,1 TB,1920 x 1200 Pixel,40.64 cm (16 inch),SSD,No,Thin and Light Laptop,Lenovo,"₹81,990"
Windows 11 Home,Intel,Core i5,8 GB,DDR5,Yes,512 GB,1920 x 1200 Pixels,35.56 cm (14 inch),SSD,No,Gaming Laptop,MSI,"₹56,990"
Windows 11 Home,AMD,Ryzen 5 Hexa Core,16 GB,DDR4,Yes,512 GB,1920 x 1080 Pixel,39.62 cm (15.6 Inch),SSD,No,Gaming Laptop,HP,"₹58,990"
Windows 11 Home,Intel,Core i3,8 GB,DDR4,Yes,256 GB,1920 X 1080 Pixel,39.62 cm (15.6 Inch),SSD,No,Thin and Light Laptop,Lenovo,"₹34,191"
Windows 11 Home,AMD,Ryzen 5 Hexa Core,8 GB,DDR4,Yes,512 GB,1920 x 1080 Pixel,35.56 cm (14 inch),SSD,No,Thin and Light Laptop,HP,"₹49,990"
Windows 11 Home,Qualcomm,Snapdragon X Elite,16 GB,LPDDR5X,Yes,512 GB,2304 x 1536 Pixel,35.05 cm (13.8 Inch),SSD,Yes,Laptop,MICROSOFT,"₹1,50,990"
Windows 11 Pro,Intel,Core i5,16 GB,DDR4,Yes,512 GB,1920 x 1200 Pixel,35.56 cm (14 Inch),SSD,No,Business Laptop,MSI,"₹82,990"
Windows 11 Home,Intel,Core i5,16 GB,DDR5,Yes,512 GB,1920 x 1080 Pixel,39.62 cm (15.6 inch),SSD,No,Gaming Laptop,Lenovo,"₹69,990"
Windows 11 Home,Intel,Core i3,8 GB,DDR4,Yes,512 GB,1920 x 1080 Pixel,39.62 cm (15.6 inch),SSD,No,Thin and Light Laptop,ASUS,"₹39,085"
Windows 11 Home,Intel,Core i5,16 GB,DDR4,Yes,512 GB,1920 x 1080 Pixel,35.56 cm (14 Inch),SSD,No,Thin and Light Laptop,Acer,"₹39,990"
Windows 11 Home,AMD,Ryzen 3 Dual Core,8 GB,DDR4,Yes,256 GB,1920 x 1080 pixel,39.62 cm (15.6 inch),SSD,No,Thin and Light Laptop,HP,"₹28,500"
Windows 11 Home,Intel,Core i3,8 GB,DDR4,Yes,512 GB,1920 x 1080 Pixel,39.62 cm (15.6 Inch),SSD,No,Thin and Light Laptop,ASUS,"₹30,500"
Windows 10 Home,AMD,Ryzen 5 Quad Core,8 GB,DDR4,Yes,512 GB,1920 x 1080 Pixel,35.56 cm (14 inch),SSD,No,Thin and Light Laptop,HP,"₹35,450"
Windows 11 Home,Intel,Core i3,8 GB,DDR4,Yes,512 GB,1920 × 1080 pixel,39.62 cm (15.6 inch),SSD,No,Thin and Light Laptop,Acer,"₹31,990"
Windows 11 Home,Intel,Core i5,8 GB,DDR5,Yes,512 GB,1920 x 1200 Pixels,35.56 cm (14 inch),SSD,No,Gaming Laptop,MSI,"₹61,990"
Windows 11 Home,AMD,Ryzen 3 Dual Core,8 GB,DDR4,Yes,256 GB,1920 x 1080 pixel,39.62 cm (15.6 inch),SSD,No,Thin and Light Laptop,HP,"₹28,500"
Windows 11 Home,Intel,Core i5,16 GB,DDR4,Yes,512 GB,1920 x 1080 Pixel,35.56 cm (14 Inch),SSD,No,Thin and Light Laptop,Acer,"₹44,990"
Windows 11 Home,Intel,Core i7,16 GB,DDR4,Yes,1 TB,1920 x 1080 pixel,39.62 cm (15.6 inch),SSD,No,Thin and Light Laptop,Acer,"₹54,599"
